Symbol,Identifier,Company,ISIN,Sector
ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
GRANULES,GRANULESEQN,Granules India Limited,INE101D01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
KAYNES,KAYNESEQN,Kaynes Technology India Limited,INE918Z01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
KEC,KECEQN,KEC International Limited,INE389H01022,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
NTPC,NTPCEQN,NTPC Limited,INE733E07JE0,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
NH,NHEQN,Narayana Hrudayalaya Ltd.,INE410P01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
IDEA,IDEAEQN,Vodafone Idea Limited,INE669E01016,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
KIMS,KIMSEQN,Krishna Institute of Medical Sciences Limited,INE967H01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
HFCL,HFCLEQN,HFCL Limited,INE548A01028,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
NCC,NCCEQN,NCC Limited,INE868B01028,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A08081,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
PNCINFRA,PNCINFRAEQN,PNC Infratech Limited,INE195J01029,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
TATACOMM,TATACOMMEQN,Tata Communications Limited,INE151A01013,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
JKLAKSHMI,JKLAKSHMIEQN,JK Lakshmi Cement Limited,INE786A01032,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
GMRINFRA,GMRINFRAEQN,GMR Airports Infrastructure Limited,INE776C01039,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
JKCEMENT,JKCEMENTEQN,JK Cement Limited,INE823G01014,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ROUTE,ROUTEEQN,ROUTE MOBILE LIMITED,INE450U01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ACC,ACCEQN,ACC Limited,INE012A01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
WESTLIFE,WESTLIFEEQN,WESTLIFE FOODWORLD LIMITED,INE274F01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
KPIL,KPILEQN,Kalpataru Projects International Limited,INE220B01022,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
JUBLFOOD,JUBLFOODEQN,Jubilant Foodworks Limited,INE797F01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
INDUSTOWER,INDUSTOWEREQN,Indus Towers Limited,INE121J01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE094A01015,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
MEDANTA,MEDANTAEQN,Global Health Limited,INE474Q01031,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,IN9285A01033,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
RAMCOCEM,RAMCOCEMEQN,The Ramco Cements Limited,INE331A01037,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
CESC,CESCEQN,CESC Limited,INE486A01021,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
LEMONTREE,LEMONTREEEQN,Lemon Tree Hotels Limited,INE970X01018,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
GESHIP,GESHIPEQN,The Great Eastern Shipping Company Limited,INE017A01032,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
GUJGASLTD,GUJGASLTDEQN,Gujarat Gas Limited,INE844O01030,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
CERA,CERAEQN,Cera Sanitaryware Limited,INE739E01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
GSPL,GSPLEQN,Gujarat State Petronet Limited,INE246F01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
SAPPHIRE,SAPPHIREEQN,Sapphire Foods India Limited,INE806T01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034,NIFTY DIVIDEND OPPORTUNITIES 50
NMDC,NMDCEQN,NMDC Limited,INE584A01023,NIFTY DIVIDEND OPPORTUNITIES 50
LICHSGFIN,LICHSGFINEQN,LIC Housing Finance Limited,INE115A01026,NIFTY DIVIDEND OPPORTUNITIES 50
VEDL,VEDLEQN,Vedanta Limited,INE205A01025,NIFTY DIVIDEND OPPORTUNITIES 50
NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY DIVIDEND OPPORTUNITIES 50
SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9,NIFTY DIVIDEND OPPORTUNITIES 50
SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011,NIFTY DIVIDEND OPPORTUNITIES 50
ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY DIVIDEND OPPORTUNITIES 50
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY DIVIDEND OPPORTUNITIES 50
TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY DIVIDEND OPPORTUNITIES 50
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY DIVIDEND OPPORTUNITIES 50
M&MFIN,M&MFINEQN,Mahindra & Mahindra Financial Services Limited,INE774D08MG3,NIFTY DIVIDEND OPPORTUNITIES 50
TATASTEEL,TATASTEELEQN,Tata Steel Limited,INE081A03018,NIFTY DIVIDEND OPPORTUNITIES 50
SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY DIVIDEND OPPORTUNITIES 50
COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY DIVIDEND OPPORTUNITIES 50
MANAPPURAM,MANAPPURAMEQN,Manappuram Finance Limited,INE522D07784,NIFTY DIVIDEND OPPORTUNITIES 50
CANBK,CANBKEQN,Canara Bank,INE476A01022,NIFTY DIVIDEND OPPORTUNITIES 50
PEL,PELEQN,Piramal Enterprises Limited,INE140A01024,NIFTY DIVIDEND OPPORTUNITIES 50
CYIENT,CYIENTEQN,Cyient Limited,INE136B01020,NIFTY DIVIDEND OPPORTUNITIES 50
CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY DIVIDEND OPPORTUNITIES 50
OFSS,OFSSEQN,Oracle Financial Services Software Limited,INE881D01027,NIFTY DIVIDEND OPPORTUNITIES 50
IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010,NIFTY DIVIDEND OPPORTUNITIES 50
INDIANB,INDIANBEQN,Indian Bank,INE562A01011,NIFTY DIVIDEND OPPORTUNITIES 50
BANKBARODA,BANKBARODAEQN,Bank of Baroda,INE028A01039,NIFTY DIVIDEND OPPORTUNITIES 50
RECLTD,RECLTDEQN,REC Limited,INE020B07IF7,NIFTY DIVIDEND OPPORTUNITIES 50
PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014,NIFTY DIVIDEND OPPORTUNITIES 50
INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY DIVIDEND OPPORTUNITIES 50
IDFC,IDFCEQN,IDFC Limited,INE043D07AE5,NIFTY DIVIDEND OPPORTUNITIES 50
HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY DIVIDEND OPPORTUNITIES 50
GAIL,GAILEQN,GAIL (India) Limited,INE129A01019,NIFTY DIVIDEND OPPORTUNITIES 50
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY DIVIDEND OPPORTUNITIES 50
BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY DIVIDEND OPPORTUNITIES 50
POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY DIVIDEND OPPORTUNITIES 50
PFC,PFCEQN,Power Finance Corporation Limited,INE134E07422,NIFTY DIVIDEND OPPORTUNITIES 50
NHPC,NHPCEQN,NHPC Limited,INE848E07542,NIFTY DIVIDEND OPPORTUNITIES 50
HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY DIVIDEND OPPORTUNITIES 50
MPHASIS,MPHASISEQN,MphasiS Limited,INE356A01018,NIFTY DIVIDEND OPPORTUNITIES 50
ANGELONE,ANGELONEEQN,Angel One Limited,INE732I01013,NIFTY DIVIDEND OPPORTUNITIES 50
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY DIVIDEND OPPORTUNITIES 50
IRFC,IRFCEQN,Indian Railway Finance Corporation Limited,INE053F07561,NIFTY DIVIDEND OPPORTUNITIES 50
BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY DIVIDEND OPPORTUNITIES 50
CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY DIVIDEND OPPORTUNITIES 50
UNIONBANK,UNIONBANKEQN,Union Bank of India,INE692A01016,NIFTY DIVIDEND OPPORTUNITIES 50
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY DIVIDEND OPPORTUNITIES 50
HDFCAMC,HDFCAMCEQN,HDFC Asset Management Company Limited,INE127D01025,NIFTY DIVIDEND OPPORTUNITIES 50
BSE,BSEEQN,BSE Limited,INE118H01025,NIFTY DIVIDEND OPPORTUNITIES 50
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY DIVIDEND OPPORTUNITIES 50
BANKINDIA,BANKINDIAEQN,Bank of India,INE084A01016,NIFTY DIVIDEND OPPORTUNITIES 50
IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027,NIFTY DIVIDEND OPPORTUNITIES 50
OIL,OILEQN,Oil India Limited,INE274J01014,NIFTY DIVIDEND OPPORTUNITIES 50
HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY50 VALUE 20
NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY50 VALUE 20
GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY50 VALUE 20
WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY50 VALUE 20
ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY50 VALUE 20
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY50 VALUE 20
TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY50 VALUE 20
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY50 VALUE 20
TATASTEEL,TATASTEELEQN,Tata Steel Limited,INE081A03018,NIFTY50 VALUE 20
SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY50 VALUE 20
COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY50 VALUE 20
INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY50 VALUE 20
INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012,NIFTY50 VALUE 20
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY50 VALUE 20
POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY50 VALUE 20
HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY50 VALUE 20
ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY50 VALUE 20
DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY50 VALUE 20
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY50 VALUE 20
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY50 VALUE 20
EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY100 QUALITY 30
WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY100 QUALITY 30
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY100 QUALITY 30
BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY100 QUALITY 30
TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY100 QUALITY 30
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY100 QUALITY 30
HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034,NIFTY100 QUALITY 30
COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY100 QUALITY 30
INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY100 QUALITY 30
ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY100 QUALITY 30
HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY100 QUALITY 30
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY100 QUALITY 30
LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY100 QUALITY 30
BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY100 QUALITY 30
MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY100 QUALITY 30
HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY100 QUALITY 30
HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY100 QUALITY 30
HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY100 QUALITY 30
MARICO,MARICOEQN,Marico Limited,INE196A01026,NIFTY100 QUALITY 30
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY100 QUALITY 30
IRCTC,IRCTCEQN,Indian Railway Catering And Tourism Corporation Limited,INE335Y01020,NIFTY100 QUALITY 30
DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY100 QUALITY 30
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY100 QUALITY 30
GODREJCP,GODREJCPEQN,Godrej Consumer Products Limited,INE102D01028,NIFTY100 QUALITY 30
DABUR,DABUREQN,Dabur India Limited,INE016A01026,NIFTY100 QUALITY 30
BERGEPAINT,BERGEPAINTEQN,Berger Paints (I) Limited,INE463A01038,NIFTY100 QUALITY 30
ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY100 QUALITY 30
PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY100 QUALITY 30
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY100 QUALITY 30
COLPAL,COLPALEQN,Colgate Palmolive (India) Limited,INE259A01022,NIFTY100 QUALITY 30
HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY50 EQUAL WEIGHT
BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY50 EQUAL WEIGHT
NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY50 EQUAL WEIGHT
SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9,NIFTY50 EQUAL WEIGHT
GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY50 EQUAL WEIGHT
JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038,NIFTY50 EQUAL WEIGHT
M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY50 EQUAL WEIGHT
EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY50 EQUAL WEIGHT
WIPRO,WIPROEQN,Wipro Limited,INE075A01022,NIFTY50 EQUAL WEIGHT
ONGC,ONGCEQN,Oil & Natural Gas Corporation Limited,INE213A01029,NIFTY50 EQUAL WEIGHT
ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY50 EQUAL WEIGHT
BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY50 EQUAL WEIGHT
TECHM,TECHMEQN,Tech Mahindra Limited,INE669C01036,NIFTY50 EQUAL WEIGHT
HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY50 EQUAL WEIGHT
TATASTEEL,TATASTEELEQN,Tata Steel Limited,INE081A03018,NIFTY50 EQUAL WEIGHT
LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY50 EQUAL WEIGHT
KOTAKBANK,KOTAKBANKEQN,Kotak Mahindra Bank Limited,INE237A01028,NIFTY50 EQUAL WEIGHT
SBIN,SBINEQN,State Bank of India,INE062A01020,NIFTY50 EQUAL WEIGHT
COALINDIA,COALINDIAEQN,Coal India Limited,INE522F01014,NIFTY50 EQUAL WEIGHT
APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024,NIFTY50 EQUAL WEIGHT
ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY50 EQUAL WEIGHT
INFY,INFYEQN,Infosys Limited,INE009A01021,NIFTY50 EQUAL WEIGHT
RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY50 EQUAL WEIGHT
HDFCLIFE,HDFCLIFEEQN,HDFC Life Insurance Company Limited,INE795G01014,NIFTY50 EQUAL WEIGHT
INDUSINDBK,INDUSINDBKEQN,IndusInd Bank Limited,INE095A01012,NIFTY50 EQUAL WEIGHT
TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NIFTY50 EQUAL WEIGHT
ADANIENT,ADANIENTEQN,Adani Enterprises Limited,INE423A01024,NIFTY50 EQUAL WEIGHT
CIPLA,CIPLAEQN,Cipla Limited,INE059A01026,NIFTY50 EQUAL WEIGHT
HINDUNILVR,HINDUNILVREQN,Hindustan Unilever Limited,INE030A01027,NIFTY50 EQUAL WEIGHT
AXISBANK,AXISBANKEQN,Axis Bank Limited,INE238A01034,NIFTY50 EQUAL WEIGHT
TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY50 EQUAL WEIGHT
BRITANNIA,BRITANNIAEQN,Britannia Industries Limited,INE216A07052,NIFTY50 EQUAL WEIGHT
LTIM,LTIMEQN,LTIMindtree Limited,INE214T01019,NIFTY50 EQUAL WEIGHT
POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY50 EQUAL WEIGHT
MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY50 EQUAL WEIGHT
HDFCBANK,HDFCBANKEQN,HDFC Bank Limited,INE040A13013,NIFTY50 EQUAL WEIGHT
BAJFINANCE,BAJFINANCEEQN,Bajaj Finance Limited,INE296A13011,NIFTY50 EQUAL WEIGHT
HCLTECH,HCLTECHEQN,HCL Technologies Limited,INE860A01027,NIFTY50 EQUAL WEIGHT
BAJAJFINSV,BAJAJFINSVEQN,Bajaj Finserv Limited,INE918I01026,NIFTY50 EQUAL WEIGHT
TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY50 EQUAL WEIGHT
ICICIBANK,ICICIBANKEQN,ICICI Bank Limited,INE090A01021,NIFTY50 EQUAL WEIGHT
DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY50 EQUAL WEIGHT
ITC,ITCEQN,ITC Limited,INE154A01025,NIFTY50 EQUAL WEIGHT
SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY50 EQUAL WEIGHT
BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY50 EQUAL WEIGHT
DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY50 EQUAL WEIGHT
SBILIFE,SBILIFEEQN,SBI Life Insurance Company Limited,INE123W01016,NIFTY50 EQUAL WEIGHT
TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY50 EQUAL WEIGHT
ASIANPAINT,ASIANPAINTEQN,Asian Paints Limited,INE021A01026,NIFTY50 EQUAL WEIGHT
NESTLEIND,NESTLEINDEQN,Nestle India Limited,INE239A01024,NIFTY50 EQUAL WEIGHT
ZOMATO,ZOMATOEQN,Zomato Limited,INE758T01015,NIFTY100 EQUAL WEIGHT
HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY100 EQUAL WEIGHT
JINDALSTEL,JINDALSTELEQN,Jindal Steel & Power Limited,INE749A01030,NIFTY100 EQUAL WEIGHT
VEDL,VEDLEQN,Vedanta Limited,INE205A01025,NIFTY100 EQUAL WEIGHT
ADANIPOWER,ADANIPOWEREQN,Adani Power Limited,INE814H01011,NIFTY100 EQUAL WEIGHT
BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY100 EQUAL WEIGHT
VBL,VBLEQN,Varun Beverages Limited,INE200M01039,NIFTY100 EQUAL WEIGHT
NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY100 EQUAL WEIGHT
SHRIRAMFIN,SHRIRAMFINEQN,Shriram Finance Limited,INE721A07PO9,NIFTY100 EQUAL WEIGHT
