,Symbol,Identifier,Company,ISIN,Sector
4399,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY INDIA MANUFACTURING
4400,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY INDIA MANUFACTURING
4401,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020,NIFTY INDIA MANUFACTURING
4402,SCHAEFFLER,SCHAEFFLEREQN,Schaeffler India Limited,INE513A01022,NIFTY INDIA MANUFACTURING
4403,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY INDIA MANUFACTURING
4404,BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY INDIA MANUFACTURING
4405,ABB,ABBEQN,ABB India Limited,INE117A01022,NIFTY INDIA MANUFACTURING
4406,TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010,NIFTY INDIA MANUFACTURING
4407,KEI,KEIEQN,KEI Industries Limited,INE878B01027,NIFTY INDIA MANUFACTURING
4408,AIAENG,AIAENGEQN,AIA Engineering Limited,INE212H01026,NIFTY INDIA MANUFACTURING
4409,UPL,UPLEQN,UPL Limited,INE628A03016,NIFTY INDIA MANUFACTURING
4410,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038,NIFTY INDIA MANUFACTURING
4411,SUPREMEIND,SUPREMEINDEQN,Supreme Industries Limited,INE195A01028,NIFTY INDIA MANUFACTURING
4412,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020,NIFTY INDIA MANUFACTURING
4413,LUPIN,LUPINEQN,Lupin Limited,INE326A01037,NIFTY INDIA MANUFACTURING
4414,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY INDIA MANUFACTURING
4415,SRF,SRFEQN,SRF Limited,INE647A01010,NIFTY INDIA MANUFACTURING
4416,TORNTPHARM,TORNTPHARMEQN,Torrent Pharmaceuticals Limited,INE685A01028,NIFTY INDIA MANUFACTURING
4417,MOTHERSON,MOTHERSONEQN,Samvardhana Motherson International Limited,INE775A01035,NIFTY INDIA MANUFACTURING
4418,ASTRAL,ASTRALEQN,Astral Limited,INE006I01046,NIFTY INDIA MANUFACTURING
4419,TVSMOTOR,TVSMOTOREQN,TVS Motor Company Limited,INE494B01023,NIFTY INDIA MANUFACTURING
4420,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY INDIA MANUFACTURING
4421,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY INDIA MANUFACTURING
4422,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021,NIFTY INDIA MANUFACTURING
4423,GRINDWELL,GRINDWELLEQN,Grindwell Norton Limited,INE536A01023,NIFTY INDIA MANUFACTURING
4424,TATACHEM,TATACHEMEQN,Tata Chemicals Limited,INE344201012,NIFTY INDIA MANUFACTURING
4425,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY INDIA MANUFACTURING
4426,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY INDIA MANUFACTURING
4427,ESCORTS,ESCORTSEQN,Escorts Kubota Limited,INE042A01014,NIFTY INDIA MANUFACTURING
4428,KPRMILL,KPRMILLEQN,K.P.R. Mill Limited,INE930H01031,NIFTY INDIA MANUFACTURING
4429,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037,NIFTY INDIA MANUFACTURING
4430,CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016,NIFTY INDIA MANUFACTURING
4431,POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017,NIFTY INDIA MANUFACTURING
4432,HAL,HALEQN,Hindustan Aeronautics Limited,INE066F01020,NIFTY INDIA MANUFACTURING
4433,APLAPOLLO,APLAPOLLOEQN,APL Apollo Tubes Limited,INE702C01027,NIFTY INDIA MANUFACTURING
4434,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY INDIA MANUFACTURING
4435,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY INDIA MANUFACTURING
4436,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY INDIA MANUFACTURING
4437,SIEMENS,SIEMENSEQN,Siemens Limited,INE003A01024,NIFTY INDIA MANUFACTURING
4438,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY INDIA MANUFACTURING
4439,HONAUT,HONAUTEQN,Honeywell Automation India Limited,INE671A01010,NIFTY INDIA MANUFACTURING
4440,SUZLON,SUZLONEQN,Suzlon Energy Limited,INE040H01021,NIFTY INDIA MANUFACTURING
4441,CARBORUNIV,CARBORUNIVEQN,Carborundum Universal Limited,INE120A01034,NIFTY INDIA MANUFACTURING
4442,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY INDIA MANUFACTURING
4443,PIDILITIND,PIDILITINDEQN,Pidilite Industries Limited,INE318A01026,NIFTY INDIA MANUFACTURING
4444,MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY INDIA MANUFACTURING
4445,HAVELLS,HAVELLSEQN,Havells India Limited,INE176B01034,NIFTY INDIA MANUFACTURING
4446,SUNDRMFAST,SUNDRMFASTEQN,Sundram Fasteners Limited,INE387A01021,NIFTY INDIA MANUFACTURING
4447,BATAINDIA,BATAINDIAEQN,Bata India Limited,INE176A01028,NIFTY INDIA MANUFACTURING
4448,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026,NIFTY INDIA MANUFACTURING
4449,ZYDUSLIFE,ZYDUSLIFEEQN,Zydus Lifesciences Limited,INE010B01027,NIFTY INDIA MANUFACTURING
4450,BOSCHLTD,BOSCHLTDEQN,Bosch Limited,INE323A01026,NIFTY INDIA MANUFACTURING
4451,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY INDIA MANUFACTURING
4452,CGPOWER,CGPOWEREQN,CG Power and Industrial Solutions Limited,INE067A01029,NIFTY INDIA MANUFACTURING
4453,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022,NIFTY INDIA MANUFACTURING
4454,MAZDOCK,MAZDOCKEQN,Mazagon Dock Shipbuilders Limited,INE249Z01012,NIFTY INDIA MANUFACTURING
4455,KAJARIACER,KAJARIACEREQN,Kajaria Ceramics Limited,INE217B01036,NIFTY INDIA MANUFACTURING
4456,COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010,NIFTY INDIA MANUFACTURING
4457,IOC,IOCEQN,Indian Oil Corporation Limited,INE242A01010,NIFTY INDIA MANUFACTURING
4458,SKFINDIA,SKFINDIAEQN,SKF India Limited,INE640A01023,NIFTY INDIA MANUFACTURING
4459,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018,NIFTY INDIA MANUFACTURING
4460,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029,NIFTY INDIA MANUFACTURING
4461,HINDZINC,HINDZINCEQN,Hindustan Zinc Limited,INE267A01025,NIFTY INDIA MANUFACTURING
4462,SONACOMS,SONACOMSEQN,Sona BLW Precision Forgings Limited,INE073K01018,NIFTY INDIA MANUFACTURING
4463,LINDEINDIA,LINDEINDIAEQN,Linde India Limited,INE473A01011,NIFTY INDIA MANUFACTURING
4464,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY INDIA MANUFACTURING
4465,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4466,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4467,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4468,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4469,TITAN,TITANEQN,Titan Company Limited,INE280A07025,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4470,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4471,TATAMTRDVR,TATAMTRDVREQN,Tata Motors Limited,IN9155A01020,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4472,TCS,TCSEQN,Tata Consultancy Services Limited,INE467B01029,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4473,TATAELXSI,TATAELXSIEQN,Tata Elxsi Limited,INE670A01012,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4474,TRENT,TRENTEQN,Trent Limited,INE849A13017,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4475,TATACONSUM,TATACONSUMEQN,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,NIFTY INDIA CORPORATE GROUP INDEX - TATA GROUP 25% CAP
4476,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4477,BHARATFORG,BHARATFORGEQN,Bharat Forge Limited,INE465A13020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4478,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4479,CIPLA,CIPLAEQN,Cipla Limited,INE059A01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4480,DIVISLAB,DIVISLABEQN,Divi's Laboratories Limited,INE361B01024,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4481,PIIND,PIINDEQN,PI Industries Limited,INE603J01030,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4482,LAURUSLABS,LAURUSLABSEQN,Laurus Labs Limited,INE947Q01028,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4483,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4484,SAIL,SAILEQN,Steel Authority of India Limited,INE114A01011,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4485,TATASTEEL,TATASTEELEQN,TATA Steel Limited,INE081A03018,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4486,SUNPHARMA,SUNPHARMAEQN,Sun Pharmaceutical Industries Limited,INE044A04014,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4487,DIXON,DIXONEQN,Dixon Technologies (India) Limited,INE935N01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4488,BLUESTARCO,BLUESTARCOEQN,Blue Star Limited,INE472A01039,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4489,HINDALCO,HINDALCOEQN,Hindalco Industries Limited,INE038A01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4490,NATIONALUM,NATIONALUMEQN,National Aluminium Company Limited,INE139A01034,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4491,BEL,BELEQN,Bharat Electronics Limited,INE263A01024,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4492,UPL,UPLEQN,UPL Limited,INE628A03016,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4493,JSWSTEEL,JSWSTEELEQN,JSW Steel Limited,INE019A01038,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4494,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4495,ALKEM,ALKEMEQN,Alkem Laboratories Limited,INE540L01014,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4496,LUPIN,LUPINEQN,Lupin Limited,INE326A01037,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4497,M&M,M&MEQN,Mahindra & Mahindra Limited,INE101A01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4498,APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4499,ASTRAL,ASTRALEQN,Astral Limited,INE006I01046,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4500,GRANULES,GRANULESEQN,Granules India Limited,INE101D01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4501,AARTIIND,AARTIINDEQN,Aarti Industries Limited,INE769A01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4502,RATNAMANI,RATNAMANIEQN,Ratnamani Metals & Tubes Limited,INE703B01027,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4503,TATAMOTORS,TATAMOTORSEQN,Tata Motors Limited,INE155A01022,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4504,EICHERMOT,EICHERMOTEQN,Eicher Motors Limited,INE066A01021,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4505,GNFC,GNFCEQN,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4506,VOLTAS,VOLTASEQN,Voltas Limited,INE226A01021,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4507,TATACHEM,TATACHEMEQN,Tata Chemicals Limited,INE344201012,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4508,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4509,BAJAJ-AUTO,BAJAJ-AUTOEQN,Bajaj Auto Limited,INE917I01010,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4510,IPCALAB,IPCALABEQN,IPCA Laboratories Limited,INE571A01038,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4511,CHAMBLFERT,CHAMBLFERTEQN,Chambal Fertilizers & Chemicals Limited,INE085A01013,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4512,HINDCOPPER,HINDCOPPEREQN,Hindustan Copper Limited,INE531E01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4513,ABBOTINDIA,ABBOTINDIAEQN,Abbott India Limited,INE358A01014,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4514,SUVENPHAR,SUVENPHAREQN,Suven Pharmaceuticals Limited,INE03QK01018,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4515,AUROPHARMA,AUROPHARMAEQN,Aurobindo Pharma Limited,INE406A01037,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4516,CENTURYTEX,CENTURYTEXEQN,Century Textiles & Industries Limited,INE055A01016,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4517,POLYCAB,POLYCABEQN,Polycab India Limited,INE455K01017,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4518,BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4519,ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4520,DRREDDY,DRREDDYEQN,Dr. Reddy's Laboratories Limited,INE089A08051,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4521,HEROMOTOCO,HEROMOTOCOEQN,Hero MotoCorp Limited,INE158A01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4522,KAYNES,KAYNESEQN,Kaynes Technology India Limited,INE918Z01012,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4523,FINCABLES,FINCABLESEQN,Finolex Cables Limited,INE235A01022,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4524,TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4525,GLENMARK,GLENMARKEQN,Glenmark Pharmaceuticals Limited,INE935A01035,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4526,MARUTI,MARUTIEQN,Maruti Suzuki India Limited,INE585B01010,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4527,WELCORP,WELCORPEQN,Welspun Corp Limited,INE191B01025,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4528,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4529,ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4530,CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4531,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4532,JBCHEPHARM,JBCHEPHARMEQN,JB Chemicals & Pharmaceuticals Limited,INE572A01036,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4533,NATCOPHARM,NATCOPHARMEQN,Natco Pharma Limited,INE987B01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4534,MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4535,NAVINFLUOR,NAVINFLUOREQN,Navin Fluorine International Limited,INE048G01026,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4536,AMBER,AMBEREQN,Amber Enterprises India Limited,INE371P01015,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4537,TEJASNET,TEJASNETEQN,Tejas Networks Limited,INE010J01012,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4538,PAGEIND,PAGEINDEQN,Page Industries Limited,INE761H01022,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4539,FINPIPE,FINPIPEEQN,Finolex Industries Limited,INE183A01024,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4540,PPLPHARMA,PPLPHARMAEQN,Piramal Pharma Limited,INE0DK501011,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4541,COROMANDEL,COROMANDELEQN,Coromandel International Limited,INE169A08010,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4542,KEC,KECEQN,KEC International Limited,INE389H01022,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4543,RAYMOND,RAYMONDEQN,Raymond Limited,INE301A01014,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4544,CROMPTON,CROMPTONEQN,Crompton Greaves Consumer Electricals Limited,INE299U01018,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4545,DEEPAKNTR,DEEPAKNTREQN,Deepak Nitrite Limited,INE288B01029,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4546,POLYMED,POLYMEDEQN,Poly Medicure Limited,INE205C01021,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4547,SANOFI,SANOFIEQN,Sanofi India Limited,INE058A01010,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4548,PRAJIND,PRAJINDEQN,Praj Industries Limited,INE074A01025,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4549,CASTROLIND,CASTROLINDEQN,Castrol India Limited,INE172A01027,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4550,RKFORGE,RKFORGEEQN,Ramkrishna Forgings Limited,INE399G01023,NIFTY500 MULTICAP INDIA MANUFACTURING 50:30:20
4551,ARE&M,ARE&MEQN,Amara Raja Energy & Mobility Limited,INE885A01032,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4552,ASHOKLEY,ASHOKLEYEQN,Ashok Leyland Limited,INE208A01029,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4553,MGL,MGLEQN,Mahanagar Gas Limited,INE002S01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4554,IDEA,IDEAEQN,Vodafone Idea Limited,INE669E01016,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4555,TATAPOWER,TATAPOWEREQN,Tata Power Company Limited,INE245A01021,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4556,INDUSTOWER,INDUSTOWEREQN,Indus Towers Limited,INE121J01017,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4557,BHARTIARTL,BHARTIARTLEQN,Bharti Airtel Limited,INE397D01024,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4558,APOLLOHOSP,APOLLOHOSPEQN,Apollo Hospitals Enterprise Limited,INE437A01024,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4559,BALKRISIND,BALKRISINDEQN,Balkrishna Industries Limited,INE787D01026,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4560,INDHOTEL,INDHOTELEQN,The Indian Hotels Company Limited,INE053A13016,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4561,ADANIPORTS,ADANIPORTSEQN,Adani Ports and Special Economic Zone Limited,INE742F01042,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4562,GMRINFRA,GMRINFRAEQN,GMR Airports Infrastructure Limited,INE776C01039,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4563,KPIL,KPILEQN,Kalpataru Projects International Limited,INE220B01022,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4564,HFCL,HFCLEQN,HFCL Limited,INE548A01028,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4565,OBEROIRLTY,OBEROIRLTYEQN,Oberoi Realty Limited,INE093I01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4566,RAMCOCEM,RAMCOCEMEQN,The Ramco Cements Limited,INE331A01037,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4567,BIRLACORPN,BIRLACORPNEQN,Birla Corporation Limited,INE340A01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4568,TIINDIA,TIINDIAEQN,Tube Investments of India Limited,INE974X01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4569,TATACOMM,TATACOMMEQN,Tata Communications Limited,INE151A01013,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4570,INDIACEM,INDIACEMEQN,The India Cements Limited,INE383A01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4571,EXIDEIND,EXIDEINDEQN,Exide Industries Limited,INE302A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4572,CONCOR,CONCOREQN,Container Corporation of India Limited,INE111A01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4573,DALBHARAT,DALBHARATEQN,Dalmia Bharat Limited,INE00R701025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4574,MAXHEALTH,MAXHEALTHEQN,Max Healthcare Institute Limited,INE027H01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4575,APOLLOTYRE,APOLLOTYREEQN,Apollo Tyres Limited,INE438A01022,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4576,BRIGADE,BRIGADEEQN,Brigade Enterprises Limited,INE791I01019,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4577,CUMMINSIND,CUMMINSINDEQN,Cummins India Limited,INE298A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4578,LT,LTEQN,Larsen & Toubro Limited,INE018A01030,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4579,PETRONET,PETRONETEQN,Petronet LNG Limited,INE347G01014,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4580,JKLAKSHMI,JKLAKSHMIEQN,JK Lakshmi Cement Limited,INE786A01032,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4581,ULTRACEMCO,ULTRACEMCOEQN,UltraTech Cement Limited,INE481G01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4582,ACC,ACCEQN,ACC Limited,INE012A01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4583,GRASIM,GRASIMEQN,Grasim Industries Limited,INE047A01021,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4584,BHEL,BHELEQN,Bharat Heavy Electricals Limited,INE257A01026,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4585,ASAHIINDIA,ASAHIINDIAEQN,Asahi India Glass Limited,INE439A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4586,POWERGRID,POWERGRIDEQN,Power Grid Corporation of India Limited,INE752E01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4587,KAYNES,KAYNESEQN,Kaynes Technology India Limited,INE918Z01012,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4588,IGL,IGLEQN,Indraprastha Gas Limited,INE203G01027,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4589,AMBUJACEM,AMBUJACEMEQN,Ambuja Cements Limited,INE079A01024,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4590,TITAGARH,TITAGARHEQN,TITAGARH RAIL SYSTEMS LIMITED,INE615H01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4591,REDINGTON,REDINGTONEQN,Redington Limited,INE891D01026,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4592,RELIANCE,RELIANCEEQN,Reliance Industries Limited,INE002A01018,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4593,NTPC,NTPCEQN,NTPC Limited,INE733E07JH3,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4594,ELGIEQUIP,ELGIEQUIPEQN,Elgi Equipments Limited,INE285A01027,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4595,VTL,VTLEQN,Vardhman Textiles Limited,INE825A01020,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4596,GODREJPROP,GODREJPROPEQN,Godrej Properties Limited,INE484J01027,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4597,AEGISLOG,AEGISLOGEQN,Aegis Logistics Limited,INE208C01025,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4598,CIEINDIA,CIEINDIAEQN,CIE Automotive India Limited,INE536H01010,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4599,HINDPETRO,HINDPETROEQN,Hindustan Petroleum Corporation Limited,INE169701013,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4600,BPCL,BPCLEQN,Bharat Petroleum Corporation Limited,INE029A01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4601,NCC,NCCEQN,NCC Limited,INE868B01028,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4602,GMMPFAUDLR,GMMPFAUDLREQN,GMM Pfaudler Limited,INE541A01023,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4603,SHREECEM,SHREECEMEQN,SHREE CEMENT LIMITED,INE070A01015,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4604,MRF,MRFEQN,MRF Limited,INE883A01011,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
4605,PNCINFRA,PNCINFRAEQN,PNC Infratech Limited,INE195J01029,NIFTY500 MULTICAP INFRASTRUCTURE 50:30:20
